,HospitalDirectory,HospitalPrice
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Oakland-Richmond,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Oakland-Richmond,2500
26,/Users/ryanripper/Downloads/2019/Aurora Las Encinas Hospital,
25,/Users/ryanripper/Downloads/2019/Glendora Commuity Hospital,2047.2
25,/Users/ryanripper/Downloads/2019/Sierra View Medical Center,
26,/Users/ryanripper/Downloads/2019/Sharp Mesa Vista Hospital,
26,/Users/ryanripper/Downloads/2019/Earl & Lorraine Miller Childrens Hospital,3491
26,/Users/ryanripper/Downloads/2019/Loma Linda University Behavioral Medical Center,5000
19877,/Users/ryanripper/Downloads/2019/Hoag Memorial Hospital,1979
26,/Users/ryanripper/Downloads/2019/Hoag Memorial Hospital,1979
26,/Users/ryanripper/Downloads/2019/Mercy Hospital - Folsom,4604
26,/Users/ryanripper/Downloads/2019/Barstow Community Hospital,7163
1529,/Users/ryanripper/Downloads/2019/Barstow Community Hospital,7163.0
26,/Users/ryanripper/Downloads/2019/Providence St Joseph Medical Center,743
11,/Users/ryanripper/Downloads/2019/Lucile Salter Packard Childrens Hospital,5120
19,/Users/ryanripper/Downloads/2019/Sutter Santa Rosa Memorial Hospital,3294
26,/Users/ryanripper/Downloads/2019/Twin Cities Community Hospital,5838.66
25,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Fontana-Ontario,70450
25,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Fontana-Ontario,70450
26,/Users/ryanripper/Downloads/2019/Mammoth Hospital,2229
26,/Users/ryanripper/Downloads/2019/Childrens Hospital of Orange County,3143.773253123554
26,/Users/ryanripper/Downloads/2019/Pomona Valley Hospital Medical Center,6984
25,/Users/ryanripper/Downloads/2019/Madera Community Hospital,1173
21,/Users/ryanripper/Downloads/2019/Emanate Health Foothill Presbyterian Hospital,2248.03
25,/Users/ryanripper/Downloads/2019/West Anaheim Medical Center,1689
24,/Users/ryanripper/Downloads/2019/Huntington Memorial Community Hospital,3808.41
25,/Users/ryanripper/Downloads/2019/AHMC Anaheim Regional Medical Center,3627
26,/Users/ryanripper/Downloads/2019/Methodist Hospital - Southern California,4014
26,/Users/ryanripper/Downloads/2019/Orange County Global Medical Center,2405.65
26,/Users/ryanripper/Downloads/2019/St Rose Hospital,3800
1839,/Users/ryanripper/Downloads/2019/Memorial Hospital - Gardena,08/07/2009 14:55:25.517
26,/Users/ryanripper/Downloads/2019/Memorial Hospital - Gardena,4240.47
25,/Users/ryanripper/Downloads/2019/Orange Coast Memorial Medical Center,3491
24,/Users/ryanripper/Downloads/2019/San Dimas Community Hospital,5065
25,/Users/ryanripper/Downloads/2019/St Joseph Hospital - Eureka,1653
2398,/Users/ryanripper/Downloads/2019/St Joseph Hospital - Eureka,351
2399,/Users/ryanripper/Downloads/2019/St Joseph Hospital - Eureka,351
25,/Users/ryanripper/Downloads/2019/Radys Childrens Hospital of San Diego,2900
25,/Users/ryanripper/Downloads/2019/Queen of the Valley - Napa,1602
2803,/Users/ryanripper/Downloads/2019/Queen of the Valley - Napa,351
2804,/Users/ryanripper/Downloads/2019/Queen of the Valley - Napa,351
25,/Users/ryanripper/Downloads/2019/Hazel Hawkins Memorial Hospital,3961.5
26,/Users/ryanripper/Downloads/2019/Chapman Global Medical Center,2403.69
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Santa Rosa,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Santa Rosa,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Santa Rosa,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Santa Rosa,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Santa Rosa,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Santa Rosa,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Santa Rosa,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Santa Rosa,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Santa Rosa,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Santa Rosa,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Santa Rosa,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Santa Rosa,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Santa Rosa,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Santa Rosa,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Santa Rosa,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Santa Rosa,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Santa Rosa,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Santa Rosa,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Santa Rosa,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Santa Rosa,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Santa Rosa,2500
19,/Users/ryanripper/Downloads/2019/Sutter Medical Center - Sacramento,2674
25,/Users/ryanripper/Downloads/2019/Huntington Beach Hospital,1689
25,/Users/ryanripper/Downloads/2019/Santa Monica Hospital - UCLA,2500
25,/Users/ryanripper/Downloads/2019/St Jude Medical Center,2433
2825,/Users/ryanripper/Downloads/2019/St Jude Medical Center,351
2826,/Users/ryanripper/Downloads/2019/St Jude Medical Center,351
26,/Users/ryanripper/Downloads/2019/Mercy Medical Center - Redding,4071
25,/Users/ryanripper/Downloads/2019/Encino Hospital Medical Center,2817.9
26,/Users/ryanripper/Downloads/2019/Sharp Coronado Hospital,2490
24,/Users/ryanripper/Downloads/2019/Adventist Health Glendale,5195
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South Sacramento,2500
26,/Users/ryanripper/Downloads/2019/Aurora Charter Oak Hospital,
25,/Users/ryanripper/Downloads/2019/Monterey Park Hospital,5881
26,/Users/ryanripper/Downloads/2019/Mercy Hospital - Mt Shasta,1290
25,/Users/ryanripper/Downloads/2019/PIH Hospital - Downey,4575
26,/Users/ryanripper/Downloads/2019/Riverside University Health System Medical Center,4029
19,/Users/ryanripper/Downloads/2019/Sutter Delta Medical Center,3294
27,/Users/ryanripper/Downloads/2019/Foothill Regional Medical Center,3782
995,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Redwood City,CT SCAN HEAD W/O CONT.
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Redwood City,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Redwood City,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Redwood City,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Redwood City,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Redwood City,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Redwood City,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Redwood City,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Redwood City,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Redwood City,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Redwood City,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Redwood City,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Redwood City,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Redwood City,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Redwood City,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Redwood City,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Redwood City,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Redwood City,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Redwood City,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Redwood City,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Redwood City,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Redwood City,2500
26,/Users/ryanripper/Downloads/2019/San Joaquin General Hospital,4608
26,/Users/ryanripper/Downloads/2019/Sutter Center for Psychiatry,2674
25,/Users/ryanripper/Downloads/2019/Keck Hospital of USC,3928.3
26,/Users/ryanripper/Downloads/2019/Zuckerberg San Francisco General Hospital & Trauma Center,2979
21,/Users/ryanripper/Downloads/2019/Valley Presbyterian Hospital,2136.5
7003,/Users/ryanripper/Downloads/2019/Shriners Childrens Hospital - Northern California,
7441,/Users/ryanripper/Downloads/2019/Shriners Childrens Hospital - Northern California,
7480,/Users/ryanripper/Downloads/2019/Shriners Childrens Hospital - Northern California,
3728,/Users/ryanripper/Downloads/2019/Shriners Childrens Hospital - Northern California,
26,/Users/ryanripper/Downloads/2019/Shriners Childrens Hospital - Northern California,
26,/Users/ryanripper/Downloads/2019/Los Alamitos Medical Center,4510.35
26,/Users/ryanripper/Downloads/2019/St Francis Medical Center - Lynwood,4109
672,/Users/ryanripper/Downloads/2019/Modoc Medical Center,CT HEAD WO CONTR
23,/Users/ryanripper/Downloads/2019/Modoc Medical Center,1606
26,/Users/ryanripper/Downloads/2019/Salinas Valley Memorial Hospital,4502.2
26,/Users/ryanripper/Downloads/2019/Santa Barbara Cottage Hospital,1873.84
19,/Users/ryanripper/Downloads/2019/Memorial Hospital - Los Banos,2674
26,/Users/ryanripper/Downloads/2019/Palmdale Regional Medical Center,4226
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Leandro,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Leandro,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Leandro,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Leandro,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Leandro,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Leandro,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Leandro,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Leandro,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Leandro,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Leandro,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Leandro,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Leandro,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Leandro,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Leandro,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Leandro,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Leandro,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Leandro,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Leandro,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Leandro,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Leandro,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - San Leandro,2500
26,/Users/ryanripper/Downloads/2019/John Muir Behavioral Health,
26,/Users/ryanripper/Downloads/2019/Washington Hospital - Fremont,2142.52
25,/Users/ryanripper/Downloads/2019/Sherman Oaks Hospital,1572
5659,/Users/ryanripper/Downloads/2019/Glendale Memorial Hospital,70450
5664,/Users/ryanripper/Downloads/2019/Glendale Memorial Hospital,70450
26,/Users/ryanripper/Downloads/2019/Glendale Memorial Hospital,3242
26,/Users/ryanripper/Downloads/2019/Mark Twain Medical Center,
26,/Users/ryanripper/Downloads/2019/UCSD Medical Center,2478
1905,/Users/ryanripper/Downloads/2019/UCSD Medical Center,
26,/Users/ryanripper/Downloads/2019/Good Samaritan Hospital - San Jose,11063
25,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - West L.A,70450
25,/Users/ryanripper/Downloads/2019/San Gabriel Valley Medical Center,3520
26,/Users/ryanripper/Downloads/2019/Pacifica Hospital of the Valley,915
26,/Users/ryanripper/Downloads/2019/St Vincent Medical Center,3877
19,/Users/ryanripper/Downloads/2019/Sutter Coast Hospital,2674
25,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Moreno Valley,70450
1371,/Users/ryanripper/Downloads/2019/College Hospital - Costa Mesa,70450
25,/Users/ryanripper/Downloads/2019/College Hospital - Costa Mesa,905.2
26,/Users/ryanripper/Downloads/2019/Palomar Health Downtown Campus,
26,/Users/ryanripper/Downloads/2019/Palomar Health Downtown Campus,
30,/Users/ryanripper/Downloads/2019/Laguna Honda Hospital,
25,/Users/ryanripper/Downloads/2019/Greater El Monte Community Hospital,3057
23,/Users/ryanripper/Downloads/2019/Chino Valley Medical Center,2947
26,/Users/ryanripper/Downloads/2019/San Antonio Regional Hospital,5781
22,/Users/ryanripper/Downloads/2019/Adventist Health Sonora - Greenley,4039
25,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Anaheim,70450
25,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Anaheim,70450
26,/Users/ryanripper/Downloads/2019/Sequoia Hospital,4013
26,/Users/ryanripper/Downloads/2019/Hi Desert Medical Center,4388.77
26,/Users/ryanripper/Downloads/2019/Valley Childrens Hospital,
25,/Users/ryanripper/Downloads/2019/Ronald Reagan UCLA Medical Center,2500
19,/Users/ryanripper/Downloads/2019/Paradise Valley Hospital,2163
25,/Users/ryanripper/Downloads/2019/Whittier Hospital Medical Center,5420
26,/Users/ryanripper/Downloads/2019/Banner Lassen Medical Center,1224
26,/Users/ryanripper/Downloads/2019/Monrovia Memorial Hospital,
25,/Users/ryanripper/Downloads/2019/Monrovia Memorial Hospital,
25,/Users/ryanripper/Downloads/2019/Torrance Memorial Medical Center,3816.0
23681,/Users/ryanripper/Downloads/2019/Torrance Memorial Medical Center,70450
23684,/Users/ryanripper/Downloads/2019/Torrance Memorial Medical Center,70450
23705,/Users/ryanripper/Downloads/2019/Torrance Memorial Medical Center,70450
23711,/Users/ryanripper/Downloads/2019/Torrance Memorial Medical Center,70450
744,/Users/ryanripper/Downloads/2019/Barton Memorial Hospital,4014.59
26,/Users/ryanripper/Downloads/2019/Barton Memorial Hospital,4014.59
26,/Users/ryanripper/Downloads/2019/Northridge Hospital Medical Center,6838
26,/Users/ryanripper/Downloads/2019/St Agnes Medical Center,1426
26,/Users/ryanripper/Downloads/2019/Kaweah Delta District Hospital,1739.67
26,/Users/ryanripper/Downloads/2019/Community & Mission Hospital at Huntington Park,4240.47
25,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Los Angeles,70450
150,/Users/ryanripper/Downloads/2019/Jerold Phelps Community Hospital,810.0
203,/Users/ryanripper/Downloads/2019/Jerold Phelps Community Hospital,292.5
26,/Users/ryanripper/Downloads/2019/Jerold Phelps Community Hospital,810
542,/Users/ryanripper/Downloads/2019/Dameron Hospital,23
26,/Users/ryanripper/Downloads/2019/Dameron Hospital,13016.03
25,/Users/ryanripper/Downloads/2019/St Mary Medical Center - Apple Valley,3342
2439,/Users/ryanripper/Downloads/2019/St Mary Medical Center - Apple Valley,351
2440,/Users/ryanripper/Downloads/2019/St Mary Medical Center - Apple Valley,351
25,/Users/ryanripper/Downloads/2019/St Joseph Hospital - Orange,3516.5
3127,/Users/ryanripper/Downloads/2019/St Joseph Hospital - Orange,351
3128,/Users/ryanripper/Downloads/2019/St Joseph Hospital - Orange,351
26,/Users/ryanripper/Downloads/2019/Tahoe Forest Hospital,1691
26,/Users/ryanripper/Downloads/2019/Woodland Memorial Hospital,4604
26,/Users/ryanripper/Downloads/2019/Aurora Vista del Mar Hospital,
8337,/Users/ryanripper/Downloads/2019/Kindred Hospital - Rancho,1950
26,/Users/ryanripper/Downloads/2019/South Coast Global Medical Center,801.24
25,/Users/ryanripper/Downloads/2019/Alvarado Hospital,2999.9
26,/Users/ryanripper/Downloads/2019/Parkview Community Hospital,3423.314819
26,/Users/ryanripper/Downloads/2019/Antelope Valley Hospital,610
5599,/Users/ryanripper/Downloads/2019/Antelope Valley Hospital,RADIOLOGY
5642,/Users/ryanripper/Downloads/2019/Antelope Valley Hospital,RADIOLOGY
5670,/Users/ryanripper/Downloads/2019/Antelope Valley Hospital,RADIOLOGY
5677,/Users/ryanripper/Downloads/2019/Antelope Valley Hospital,RADIOLOGY
5679,/Users/ryanripper/Downloads/2019/Antelope Valley Hospital,RADIOLOGY
5708,/Users/ryanripper/Downloads/2019/Antelope Valley Hospital,RADIOLOGY
5771,/Users/ryanripper/Downloads/2019/Antelope Valley Hospital,RADIOLOGY
5820,/Users/ryanripper/Downloads/2019/Antelope Valley Hospital,RADIOLOGY
5909,/Users/ryanripper/Downloads/2019/Antelope Valley Hospital,RADIOLOGY
5963,/Users/ryanripper/Downloads/2019/Antelope Valley Hospital,RADIOLOGY
5994,/Users/ryanripper/Downloads/2019/Antelope Valley Hospital,RADIOLOGY
6010,/Users/ryanripper/Downloads/2019/Antelope Valley Hospital,RADIOLOGY
6058,/Users/ryanripper/Downloads/2019/Antelope Valley Hospital,RADIOLOGY
26,/Users/ryanripper/Downloads/2019/Loma Linda University Childrens Hospital,5000
5304,/Users/ryanripper/Downloads/2019/Cedars-Sinai Medical Center,70450
25,/Users/ryanripper/Downloads/2019/Cedars-Sinai Medical Center,4838.57
25,/Users/ryanripper/Downloads/2019/Fresno Surgical Hospital,
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Fremont,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Fremont,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Fremont,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Fremont,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Fremont,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Fremont,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Fremont,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Fremont,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Fremont,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Fremont,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Fremont,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Fremont,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Fremont,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Fremont,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Fremont,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Fremont,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Fremont,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Fremont,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Fremont,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Fremont,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Fremont,2500
26,/Users/ryanripper/Downloads/2019/Loma Linda University Medical Center,5000
19,/Users/ryanripper/Downloads/2019/Memorial Hospital - Modesto,2674
24,/Users/ryanripper/Downloads/2019/Adventist Health Lodi Memorial,1106
26,/Users/ryanripper/Downloads/2019/George L Mee Memorial Hospital,4652
4269,/Users/ryanripper/Downloads/2019/George L Mee Memorial Hospital,4652.0
26,/Users/ryanripper/Downloads/2019/El Centro Regional Medical Center,3116
32,/Users/ryanripper/Downloads/2019/Alta Bates-Summit Med Ctr-Alta Bates Campus,3294
32,/Users/ryanripper/Downloads/2019/Alta Bates-Summit Med Ctr-Alta Bates Campus,
11530,/Users/ryanripper/Downloads/2019/Riverside Community Hospital,               
26,/Users/ryanripper/Downloads/2019/Riverside Community Hospital,10049.41
26,/Users/ryanripper/Downloads/2019/Fairchild Medical Center,1697.8500000000001
26,/Users/ryanripper/Downloads/2019/Patients Hospital of Redding,
25,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Woodland Hills,70450
26,/Users/ryanripper/Downloads/2019/Mission Community Hospital - Panorama,3932
5707,/Users/ryanripper/Downloads/2019/Mission Community Hospital - Panorama,16.29
26,/Users/ryanripper/Downloads/2019/Barlow Respiratory Hospital,
768,/Users/ryanripper/Downloads/2019/Unversity of California Irvine Medical Center,
3297,/Users/ryanripper/Downloads/2019/Unversity of California Irvine Medical Center,
26,/Users/ryanripper/Downloads/2019/Unversity of California Irvine Medical Center,488
26,/Users/ryanripper/Downloads/2019/Providence Tarzana Medical Center,825
19,/Users/ryanripper/Downloads/2019/Sutter Lakeside Hospital,3294
19,/Users/ryanripper/Downloads/2019/Sutter Amador Hospital,2674
26,/Users/ryanripper/Downloads/2019/Providence Holy Cross Medical Center,908
26,/Users/ryanripper/Downloads/2019/Scripps Mercy Hospital,908
26,/Users/ryanripper/Downloads/2019/Scripps Mercy Hospital,908
26,/Users/ryanripper/Downloads/2019/OConnor Hospital,696
26,/Users/ryanripper/Downloads/2019/St Marys Medical Center - San Francisco,3268
26,/Users/ryanripper/Downloads/2019/Corona Regional Medical Center,4913
26,/Users/ryanripper/Downloads/2019/Chinese Hospital,1968
25,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Downey,70450
26,/Users/ryanripper/Downloads/2019/Lakewood Regional Medical Center,5806.8
26,/Users/ryanripper/Downloads/2019/Scripps Memorial Hospital - Encinitas,908
22,/Users/ryanripper/Downloads/2019/Adventist Health Reedley,2684.82
22,/Users/ryanripper/Downloads/2019/Desert Valley Hospital,2947
26,/Users/ryanripper/Downloads/2019/Providence Little Co. of Mary Med Ctr - San Pedro,3140
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Walnut Creek,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Walnut Creek,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Walnut Creek,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Walnut Creek,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Walnut Creek,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Walnut Creek,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Walnut Creek,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Walnut Creek,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Walnut Creek,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Walnut Creek,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Walnut Creek,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Walnut Creek,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Walnut Creek,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Walnut Creek,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Walnut Creek,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Walnut Creek,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Walnut Creek,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Walnut Creek,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Walnut Creek,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Walnut Creek,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - Walnut Creek,2500
26,/Users/ryanripper/Downloads/2019/Menlo Park Surgical Hospital,
26,/Users/ryanripper/Downloads/2019/John Muir Medical Center - Concord Campus,1292.25
25,/Users/ryanripper/Downloads/2019/Resnick Neuropsychiatric Hosp at UCLA,2500
26,/Users/ryanripper/Downloads/2019/Coast Plaza Doctors Hospital,4240.47
26,/Users/ryanripper/Downloads/2019/St Elizabeth Community Hospital,3291
26,/Users/ryanripper/Downloads/2019/Redlands Community Hospital,5874
7945,/Users/ryanripper/Downloads/2019/City of Hope Helford Clinical Research Hospital,2791.0
26,/Users/ryanripper/Downloads/2019/City of Hope Helford Clinical Research Hospital,3290.79
26,/Users/ryanripper/Downloads/2019/Del Amo Hospital,
21,/Users/ryanripper/Downloads/2019/Mills-Peninsula Medical Center,3294
21,/Users/ryanripper/Downloads/2019/Mills-Peninsula Medical Center,3294
19,/Users/ryanripper/Downloads/2019/Novato Community Hospital,3294
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South San Francisco,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South San Francisco,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South San Francisco,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South San Francisco,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South San Francisco,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South San Francisco,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South San Francisco,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South San Francisco,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South San Francisco,2500
26,/Users/ryanripper/Downloads/2019/Kaiser Foundation Hospital - South San Francisco,2500
