,name,beds,city,website
200,Kindred Hospital - San Gabriel Valley,0,West Covina,https://www.ahd.com/free_profile/I41107/Kindred_Hospital_-_San_Gabriel_Valley/West_Covina/California/
201,Kindred Hospital - Santa Ana,0,Santa Ana,https://www.ahd.com/free_profile/I41108/Kindred_Hospital_-_Santa_Ana/Santa_Ana/California/
202,Kindred Hospital - Westminster,109,Westminster,https://www.ahd.com/free_profile/052035/Kindred_Hospital_-_Westminster/Westminster/California/
203,Kindred Hospital Baldwin Park,91,Baldwin Park,https://www.ahd.com/free_profile/052045/Kindred_Hospital_Baldwin_Park/Baldwin_Park/California/
204,Kindred Hospital La Mirada,216,La Mirada,https://www.ahd.com/free_profile/052038/Kindred_Hospital_La_Mirada/La_Mirada/California/
205,Kindred Hospital of Riverside,40,Perris,https://www.ahd.com/free_profile/052052/Kindred_Hospital_of_Riverside/Perris/California/
206,Kindred Hospital of South Bay,59,Gardena,https://www.ahd.com/free_profile/052050/Kindred_Hospital_of_South_Bay/Gardena/California/
207,Kindred Hospital Paramount,177,Paramount,https://www.ahd.com/free_profile/052046/Kindred_Hospital_Paramount/Paramount/California/
208,Kindred Hospital Rancho,55,Rancho Cucamonga,https://www.ahd.com/free_profile/052049/Kindred_Hospital_Rancho/Rancho_Cucamonga/California/
209,LA Downtown Medical Center Downtown Campus,234,Los Angeles,https://www.ahd.com/free_profile/050763/LA_Downtown_Medical_Center_Downtown_Campus/Los_Angeles/California/
210,LA Downtown Medical Center Ingleside Campus,0,Rosemead,https://www.ahd.com/free_profile/I41801/LA_Downtown_Medical_Center_Ingleside_Campus/Rosemead/California/
211,La Palma Intercommunity Hospital,140,La Palma,https://www.ahd.com/free_profile/050580/La_Palma_Intercommunity_Hospital/La_Palma/California/
212,Laguna Honda Hospital and Rehabilitation Center,780,San Francisco,https://www.ahd.com/free_profile/050668/Laguna_Honda_Hospital_and_Rehabilitation_Center/San_Francisco/California/
213,Lakewood Regional Medical Center,172,Lakewood,https://www.ahd.com/free_profile/050581/Lakewood_Regional_Medical_Center/Lakewood/California/
214,Langley Porter Psychiatric Hospital and Clinics,56,San Francisco,https://www.ahd.com/free_profile/054144/Langley_Porter_Psychiatric_Hospital_and_Clinics/San_Francisco/California/
215,Las Encinas Hospital,118,Pasadena,https://www.ahd.com/free_profile/054078/Las_Encinas_Hospital/Pasadena/California/
216,Loma Linda University Behavioral Medicine Center,89,Redlands,https://www.ahd.com/free_profile/054093/Loma_Linda_University_Behavioral_Medicine_Center/Redlands/California/
217,Loma Linda University Children's Hospital,343,Loma Linda,https://www.ahd.com/free_profile/050778/Loma_Linda_University_Children%27s_Hospital/Loma_Linda/California/
218,Loma Linda University Medical Center,530,Loma Linda,https://www.ahd.com/free_profile/050327/Loma_Linda_University_Medical_Center/Loma_Linda/California/
219,Loma Linda University Medical Center - Murrieta,111,Murrieta,https://www.ahd.com/free_profile/050770/Loma_Linda_University_Medical_Center_-_Murrieta/Murrieta/California/
220,Loma Linda University Medical Center East Campus,0,Loma Linda,https://www.ahd.com/free_profile/I41579/Loma_Linda_University_Medical_Center_East_Campus/Loma_Linda/California/
221,Loma Linda University Surgical Hospital ,0,Redlands,https://www.ahd.com/free_profile/I41581/Loma_Linda_University_Surgical_Hospital_/Redlands/California/
222,Lompoc Valley Medical Center,170,Lompoc,https://www.ahd.com/free_profile/050110/Lompoc_Valley_Medical_Center/Lompoc/California/
223,Long Beach Medical Center,453,Long Beach,https://www.ahd.com/free_profile/050485/Long_Beach_Medical_Center/Long_Beach/California/
224,Los Alamitos Medical Center,150,Los Alamitos,https://www.ahd.com/free_profile/050551/Los_Alamitos_Medical_Center/Los_Alamitos/California/
225,Los Angeles Community Hospital,324,Los Angeles,https://www.ahd.com/free_profile/050663/Los_Angeles_Community_Hospital/Los_Angeles/California/
226,Los Angeles Community Hospital at Bellflower,0,Bellflower ,https://www.ahd.com/free_profile/I42170/Los_Angeles_Community_Hospital_at_Bellflower/Bellflower_/California/
227,Los Angeles County and University of Southern California Medical Center,670,Los Angeles,https://www.ahd.com/free_profile/050373/Los_Angeles_County_and_University_of_Southern_California_Medical_Center/Los_Angeles/California/
228,Los Angeles Medical Center,560,Los Angeles,https://www.ahd.com/free_profile/050138/Los_Angeles_Medical_Center/Los_Angeles/California/
229,Los Robles Regional Medical Center,341,Thousand Oaks,https://www.ahd.com/free_profile/050549/Los_Robles_Regional_Medical_Center/Thousand_Oaks/California/
230,Lucile Packard Children's Hospital at Stanford,397,Palo Alto,https://www.ahd.com/free_profile/053305/Lucile_Packard_Children%27s_Hospital_at_Stanford/Palo_Alto/California/
231,Mad River Community Hospital,49,Arcata,https://www.ahd.com/free_profile/050028/Mad_River_Community_Hospital/Arcata/California/
232,Madera Community Hospital,106,Madera,https://www.ahd.com/free_profile/050568/Madera_Community_Hospital/Madera/California/
233,Mammoth Hospital,17,Mammoth Lakes,https://www.ahd.com/free_profile/051303/Mammoth_Hospital/Mammoth_Lakes/California/
234,Manteca Medical Center ,251,Manteca,https://www.ahd.com/free_profile/050748/Manteca_Medical_Center_/Manteca/California/
235,Marian Regional Medical Center,388,Santa Maria,https://www.ahd.com/free_profile/050107/Marian_Regional_Medical_Center/Santa_Maria/California/
236,Marina Del Rey Hospital,103,Marina Del Rey,https://www.ahd.com/free_profile/050740/Marina_Del_Rey_Hospital/Marina_Del_Rey/California/
237,Mark Twain Medical Center,25,San Andreas,https://www.ahd.com/free_profile/051332/Mark_Twain_Medical_Center/San_Andreas/California/
238,Marshall Medical Center,111,Placerville,https://www.ahd.com/free_profile/050254/Marshall_Medical_Center/Placerville/California/
239,"Martin Luther King, Jr. Community Hospital ",131,Los Angeles,https://www.ahd.com/free_profile/050779/Martin_Luther_King%2C_Jr_Community_Hospital_/Los_Angeles/California/
240,Mayers Memorial Hospital,115,Fall River Mills,https://www.ahd.com/free_profile/051305/Mayers_Memorial_Hospital/Fall_River_Mills/California/
241,Memorial Hospital Los Banos,28,Los Banos,https://www.ahd.com/free_profile/050528/Memorial_Hospital_Los_Banos/Los_Banos/California/
242,Memorial Hospital of Gardena,175,Gardena,https://www.ahd.com/free_profile/050468/Memorial_Hospital_of_Gardena/Gardena/California/
243,Memorial Medical Center,403,Modesto,https://www.ahd.com/free_profile/050557/Memorial_Medical_Center/Modesto/California/
244,Menifee Global Medical Center,84,Menifee,https://www.ahd.com/free_profile/050684/Menifee_Global_Medical_Center/Menifee/California/
245,Mercy General Hospital,419,Sacramento,https://www.ahd.com/free_profile/050017/Mercy_General_Hospital/Sacramento/California/
246,Mercy Hospital Downtown Bakersfield,226,Bakersfield,https://www.ahd.com/free_profile/050295/Mercy_Hospital_Downtown_Bakersfield/Bakersfield/California/
247,Mercy Hospital of Folsom,106,Folsom,https://www.ahd.com/free_profile/050414/Mercy_Hospital_of_Folsom/Folsom/California/
248,Mercy Hospital Southwest,0,Bakersfield,https://www.ahd.com/free_profile/I41032/Mercy_Hospital_Southwest/Bakersfield/California/
249,Mercy Medical Center Merced,186,Merced,https://www.ahd.com/free_profile/050444/Mercy_Medical_Center_Merced/Merced/California/
250,Mercy Medical Center Mount Shasta,25,Mount Shasta,https://www.ahd.com/free_profile/051319/Mercy_Medical_Center_Mount_Shasta/Mount_Shasta/California/
251,Mercy Medical Center Redding,266,Redding,https://www.ahd.com/free_profile/050280/Mercy_Medical_Center_Redding/Redding/California/
252,Mercy San Juan Medical Center,370,Carmichael,https://www.ahd.com/free_profile/050516/Mercy_San_Juan_Medical_Center/Carmichael/California/
253,Methodist Hospital,348,Arcadia,https://www.ahd.com/free_profile/050238/Methodist_Hospital/Arcadia/California/
254,Methodist Hospital of Sacramento,329,Sacramento,https://www.ahd.com/free_profile/050590/Methodist_Hospital_of_Sacramento/Sacramento/California/
255,Miller Children's and Women's Hospital Long Beach ,357,Long Beach,https://www.ahd.com/free_profile/053309/Miller_Children%27s_and_Women%27s_Hospital_Long_Beach_/Long_Beach/California/
256,Mills Health Center,0,San Mateo,https://www.ahd.com/free_profile/I41524/Mills_Health_Center/San_Mateo/California/
257,Mills-Peninsula Medical Center,317,Burlingame,https://www.ahd.com/free_profile/050007/Mills-Peninsula_Medical_Center/Burlingame/California/
258,Mission Community Hospital,145,Panorama City,https://www.ahd.com/free_profile/050704/Mission_Community_Hospital/Panorama_City/California/
259,Mission Hospital Mission Viejo,523,Mission Viejo,https://www.ahd.com/free_profile/050567/Mission_Hospital_Mission_Viejo/Mission_Viejo/California/
260,Modesto Medical Center,0,Modesto,https://www.ahd.com/free_profile/I41678/Modesto_Medical_Center/Modesto/California/
261,Modoc Medical Center,87,Alturas,https://www.ahd.com/free_profile/051330/Modoc_Medical_Center/Alturas/California/
262,Monrovia Memorial Hospital,49,Monrovia,https://www.ahd.com/free_profile/052054/Monrovia_Memorial_Hospital/Monrovia/California/
263,Montclair Hospital Medical Center,106,Montclair,https://www.ahd.com/free_profile/050758/Montclair_Hospital_Medical_Center/Montclair/California/
264,Monterey Park Hospital,101,Monterey Park,https://www.ahd.com/free_profile/050736/Monterey_Park_Hospital/Monterey_Park/California/
265,Moreno Valley Medical Center,94,Moreno Valley,https://www.ahd.com/free_profile/050765/Moreno_Valley_Medical_Center/Moreno_Valley/California/
266,Motion Picture & Television Hospital,122,Woodland Hills,https://www.ahd.com/free_profile/054156/Motion_Picture_%26_Television_Hospital/Woodland_Hills/California/
267,Mountain Communities Healthcare District Trinity Hospital,48,Weaverville,https://www.ahd.com/free_profile/051315/Mountain_Communities_Healthcare_District_Trinity_Hospital/Weaverville/California/
268,Mountains Community Hospital,37,Lake Arrowhead,https://www.ahd.com/free_profile/051312/Mountains_Community_Hospital/Lake_Arrowhead/California/
269,Natividad Medical Center,172,Salinas,https://www.ahd.com/free_profile/050248/Natividad_Medical_Center/Salinas/California/
270,Naval Health Clinic Lemoore,0,Lemoore,https://www.ahd.com/free_profile/I08089/Naval_Health_Clinic_Lemoore/Lemoore/California/
271,Naval Hospital Camp Pendleton,0,Camp Pendleton,https://www.ahd.com/free_profile/05020F/Naval_Hospital_Camp_Pendleton/Camp_Pendleton/California/
272,Naval Hospital Twentynine Palms,0,Twentynine Palms,https://www.ahd.com/free_profile/05039F/Naval_Hospital_Twentynine_Palms/Twentynine_Palms/California/
273,Naval Medical Center San Diego,0,San Diego,https://www.ahd.com/free_profile/05022F/Naval_Medical_Center_San_Diego/San_Diego/California/
274,Newport Bay Hospital,36,Newport Beach,https://www.ahd.com/free_profile/054135/Newport_Bay_Hospital/Newport_Beach/California/
275,NorthBay Medical Center,182,Fairfield,https://www.ahd.com/free_profile/050367/NorthBay_Medical_Center/Fairfield/California/
276,NorthBay VacaValley Hospital,50,Vacaville,https://www.ahd.com/free_profile/050680/NorthBay_VacaValley_Hospital/Vacaville/California/
277,Northern Inyo Hospital,25,Bishop,https://www.ahd.com/free_profile/051324/Northern_Inyo_Hospital/Bishop/California/
278,Northridge Hospital,394,Northridge,https://www.ahd.com/free_profile/050116/Northridge_Hospital/Northridge/California/
279,Norwalk Community Hospital,0,Norwalk,https://www.ahd.com/free_profile/I41902/Norwalk_Community_Hospital/Norwalk/California/
280,Novato Community Hospital,47,Novato,https://www.ahd.com/free_profile/050131/Novato_Community_Hospital/Novato/California/
281,O'Connor Hospital,348,San Jose,https://www.ahd.com/free_profile/050153/O%27Connor_Hospital/San_Jose/California/
282,Oak Valley Hospital District,150,Oakdale,https://www.ahd.com/free_profile/050067/Oak_Valley_Hospital_District/Oakdale/California/
283,Oakland Medical Center,365,Oakland,https://www.ahd.com/free_profile/050075/Oakland_Medical_Center/Oakland/California/
284,Ocean View Adult Psychiatric Hospital,36,Long Beach,https://www.ahd.com/free_profile/054153/Ocean_View_Adult_Psychiatric_Hospital/Long_Beach/California/
285,Ojai Valley Community Hospital ,91,Ojai,https://www.ahd.com/free_profile/051334/Ojai_Valley_Community_Hospital_/Ojai/California/
286,Olive View-UCLA Medical Center,275,Sylmar,https://www.ahd.com/free_profile/050040/Olive_View-UCLA_Medical_Center/Sylmar/California/
287,Ontario Medical Center,0,Ontario,https://www.ahd.com/free_profile/I41848/Ontario_Medical_Center/Ontario/California/
288,Orange Coast Memorial Medical Center,222,Fountain Valley,https://www.ahd.com/free_profile/050678/Orange_Coast_Memorial_Medical_Center/Fountain_Valley/California/
289,Orange County Global Medical Center,282,Santa Ana,https://www.ahd.com/free_profile/050746/Orange_County_Global_Medical_Center/Santa_Ana/California/
290,Orange County-Irvine Medical Center,0,Irvine,https://www.ahd.com/free_profile/I41516/Orange_County-Irvine_Medical_Center/Irvine/California/
291,Orchard Hospital,106,Gridley,https://www.ahd.com/free_profile/051311/Orchard_Hospital/Gridley/California/
292,Oroville Hospital,153,Oroville,https://www.ahd.com/free_profile/050030/Oroville_Hospital/Oroville/California/
293,Pacific Grove Hospital,68,Riverside,https://www.ahd.com/free_profile/054130/Pacific_Grove_Hospital/Riverside/California/
294,Pacifica Hospital of the Valley,231,Sun Valley,https://www.ahd.com/free_profile/050378/Pacifica_Hospital_of_the_Valley/Sun_Valley/California/
295,Palmdale Regional Medical Center,184,Palmdale,https://www.ahd.com/free_profile/050204/Palmdale_Regional_Medical_Center/Palmdale/California/
296,Palo Verde Hospital,51,Blythe,https://www.ahd.com/free_profile/050423/Palo_Verde_Hospital/Blythe/California/
297,Palomar Medical Center Escondido,304,Escondido,https://www.ahd.com/free_profile/050115/Palomar_Medical_Center_Escondido/Escondido/California/
298,Palomar Medical Center Poway,236,Poway,https://www.ahd.com/free_profile/050636/Palomar_Medical_Center_Poway/Poway/California/
299,Panorama City Medical Center,218,Panorama City,https://www.ahd.com/free_profile/050137/Panorama_City_Medical_Center/Panorama_City/California/
300,Paradise Valley Hospital,291,National City,https://www.ahd.com/free_profile/050024/Paradise_Valley_Hospital/National_City/California/
301,Parkview Community Hospital Medical Center,193,Riverside,https://www.ahd.com/free_profile/050102/Parkview_Community_Hospital_Medical_Center/Riverside/California/
302,Patients Hospital of Redding,10,Redding,https://www.ahd.com/free_profile/050697/Patients_Hospital_of_Redding/Redding/California/
303,Petaluma Valley Hospital,80,Petaluma,https://www.ahd.com/free_profile/050136/Petaluma_Valley_Hospital/Petaluma/California/
304,PIH Health Good Samaritan Hospital,333,Los Angeles,https://www.ahd.com/free_profile/050471/PIH_Health_Good_Samaritan_Hospital/Los_Angeles/California/
305,PIH Health Hospital - Downey,199,Downey,https://www.ahd.com/free_profile/050393/PIH_Health_Hospital_-_Downey/Downey/California/
306,PIH Health Whittier Hospital,439,Whittier,https://www.ahd.com/free_profile/050169/PIH_Health_Whittier_Hospital/Whittier/California/
307,Pioneers Memorial Hospital,107,Brawley,https://www.ahd.com/free_profile/050342/Pioneers_Memorial_Hospital/Brawley/California/
308,Placentia-Linda Hospital,114,Placentia,https://www.ahd.com/free_profile/050589/Placentia-Linda_Hospital/Placentia/California/
309,Plumas District Hospital,14,Quincy,https://www.ahd.com/free_profile/051326/Plumas_District_Hospital/Quincy/California/
310,Pomona Valley Hospital Medical Center,412,Pomona,https://www.ahd.com/free_profile/050231/Pomona_Valley_Hospital_Medical_Center/Pomona/California/
311,Porterville Developmental Center,35,Porterville,https://www.ahd.com/free_profile/050546/Porterville_Developmental_Center/Porterville/California/
312,Providence Cedars-Sinai Tarzana Medical Center,249,Tarzana,https://www.ahd.com/free_profile/050761/Providence_Cedars-Sinai_Tarzana_Medical_Center/Tarzana/California/
313,Providence Holy Cross Medical Center,377,Mission Hills,https://www.ahd.com/free_profile/050278/Providence_Holy_Cross_Medical_Center/Mission_Hills/California/
314,Providence Little Company of Mary Medical Center San Pedro,356,San Pedro,https://www.ahd.com/free_profile/050078/Providence_Little_Company_of_Mary_Medical_Center_San_Pedro/San_Pedro/California/
315,Providence Little Company of Mary Medical Center Torrance,442,Torrance,https://www.ahd.com/free_profile/050353/Providence_Little_Company_of_Mary_Medical_Center_Torrance/Torrance/California/
316,Providence Mission Hospital Laguna Beach,189,Laguna Beach,https://www.ahd.com/free_profile/050193/Providence_Mission_Hospital_Laguna_Beach/Laguna_Beach/California/
317,Providence Redwood Memorial Hospital,25,Fortuna,https://www.ahd.com/free_profile/051318/Providence_Redwood_Memorial_Hospital/Fortuna/California/
318,Providence Saint Joseph Medical Center,298,Burbank,https://www.ahd.com/free_profile/050235/Providence_Saint_Joseph_Medical_Center/Burbank/California/
319,Queen of the Valley Medical Center,148,Napa,https://www.ahd.com/free_profile/050009/Queen_of_the_Valley_Medical_Center/Napa/California/
320,Rady Children's Hospital - San Diego,425,San Diego,https://www.ahd.com/free_profile/053303/Rady_Children%27s_Hospital_-_San_Diego/San_Diego/California/
321,Rancho Los Amigos National Rehabilitation Center,158,Downey,https://www.ahd.com/free_profile/050717/Rancho_Los_Amigos_National_Rehabilitation_Center/Downey/California/
322,Rancho Springs Medical Center,240,Murrieta,https://www.ahd.com/free_profile/050701/Rancho_Springs_Medical_Center/Murrieta/California/
323,Redlands Community Hospital,229,Redlands,https://www.ahd.com/free_profile/050272/Redlands_Community_Hospital/Redlands/California/
324,Redwood City Medical Center,149,Redwood City,https://www.ahd.com/free_profile/050541/Redwood_City_Medical_Center/Redwood_City/California/
325,Regional Medical Center of San Jose,247,San Jose,https://www.ahd.com/free_profile/050125/Regional_Medical_Center_of_San_Jose/San_Jose/California/
326,Richmond Medical Center,0,Richmond,https://www.ahd.com/free_profile/I42028/Richmond_Medical_Center/Richmond/California/
327,Ridgecrest Regional Hospital,150,Ridgecrest,https://www.ahd.com/free_profile/051333/Ridgecrest_Regional_Hospital/Ridgecrest/California/
328,Riverside Community Hospital,478,Riverside,https://www.ahd.com/free_profile/050022/Riverside_Community_Hospital/Riverside/California/
329,Riverside Medical Center,226,Riverside,https://www.ahd.com/free_profile/050686/Riverside_Medical_Center/Riverside/California/
330,Riverside University Medical Center ,423,Moreno Valley,https://www.ahd.com/free_profile/050292/Riverside_University_Medical_Center_/Moreno_Valley/California/
331,Ronald Reagan UCLA Medical Center,445,Los Angeles,https://www.ahd.com/free_profile/050262/Ronald_Reagan_UCLA_Medical_Center/Los_Angeles/California/
332,Saddleback Medical Center,248,Laguna Hills,https://www.ahd.com/free_profile/050603/Saddleback_Medical_Center/Laguna_Hills/California/
333,Saint Agnes Medical Center,385,Fresno,https://www.ahd.com/free_profile/050093/Saint_Agnes_Medical_Center/Fresno/California/
334,Saint Bernardine Medical Center,308,San Bernardino,https://www.ahd.com/free_profile/050129/Saint_Bernardine_Medical_Center/San_Bernardino/California/
335,Saint Elizabeth Community Hospital,49,Red Bluff,https://www.ahd.com/free_profile/050042/Saint_Elizabeth_Community_Hospital/Red_Bluff/California/
336,Saint Francis Medical Center,384,Lynwood,https://www.ahd.com/free_profile/050104/Saint_Francis_Medical_Center/Lynwood/California/
337,Saint Francis Memorial Hospital,211,San Francisco,https://www.ahd.com/free_profile/050152/Saint_Francis_Memorial_Hospital/San_Francisco/California/
338,Saint John's Pleasant Valley Hospital,132,Camarillo,https://www.ahd.com/free_profile/050616/Saint_John%27s_Pleasant_Valley_Hospital/Camarillo/California/
339,Saint John's Regional Medical Center,401,Oxnard,https://www.ahd.com/free_profile/050082/Saint_John%27s_Regional_Medical_Center/Oxnard/California/
340,Saint Joseph Hospital Acute Rehabilitation Unit,0,Eureka,https://www.ahd.com/free_profile/I42090/Saint_Joseph_Hospital_Acute_Rehabilitation_Unit/Eureka/California/
341,Saint Joseph Hospital Eureka,137,Eureka,https://www.ahd.com/free_profile/050006/Saint_Joseph_Hospital_Eureka/Eureka/California/
342,Saint Joseph Hospital Orange,463,Orange,https://www.ahd.com/free_profile/050069/Saint_Joseph_Hospital_Orange/Orange/California/
343,Saint Joseph's Behavioral Health Center,35,Stockton,https://www.ahd.com/free_profile/054123/Saint_Joseph%27s_Behavioral_Health_Center/Stockton/California/
344,Saint Joseph's Medical Center,348,Stockton,https://www.ahd.com/free_profile/050084/Saint_Joseph%27s_Medical_Center/Stockton/California/
345,Saint Jude Medical Center,320,Fullerton,https://www.ahd.com/free_profile/050168/Saint_Jude_Medical_Center/Fullerton/California/
346,Saint Louise Regional Hospital,72,Gilroy,https://www.ahd.com/free_profile/050688/Saint_Louise_Regional_Hospital/Gilroy/California/
347,Saint Mary Medical Center,213,Apple Valley,https://www.ahd.com/free_profile/050300/Saint_Mary_Medical_Center/Apple_Valley/California/
348,Saint Mary's Medical Center,159,San Francisco,https://www.ahd.com/free_profile/050457/Saint_Mary%27s_Medical_Center/San_Francisco/California/
349,Saint Rose Hospital,153,Hayward,https://www.ahd.com/free_profile/050002/Saint_Rose_Hospital/Hayward/California/
350,Salinas Valley Memorial Hospital,240,Salinas,https://www.ahd.com/free_profile/050334/Salinas_Valley_Memorial_Hospital/Salinas/California/
351,San Antonio Regional Hospital ,363,Upland,https://www.ahd.com/free_profile/050099/San_Antonio_Regional_Hospital_/Upland/California/
352,San Diego County Psychiatric Hospital,0,San Diego,https://www.ahd.com/free_profile/054114/San_Diego_County_Psychiatric_Hospital/San_Diego/California/
353,San Dimas Community Hospital,101,San Dimas,https://www.ahd.com/free_profile/050588/San_Dimas_Community_Hospital/San_Dimas/California/
354,San Francisco Campus for Jewish Living,391,San Francisco,https://www.ahd.com/free_profile/054089/San_Francisco_Campus_for_Jewish_Living/San_Francisco/California/
355,San Francisco VA Medical Center,0,San Francisco,https://www.ahd.com/free_profile/05130F/San_Francisco_VA_Medical_Center/San_Francisco/California/
356,San Gabriel Valley Medical Center,273,San Gabriel,https://www.ahd.com/free_profile/050132/San_Gabriel_Valley_Medical_Center/San_Gabriel/California/
357,San Gorgonio Memorial Hospital,61,Banning,https://www.ahd.com/free_profile/050054/San_Gorgonio_Memorial_Hospital/Banning/California/
358,San Joaquin General Hospital,196,French Camp,https://www.ahd.com/free_profile/050167/San_Joaquin_General_Hospital/French_Camp/California/
359,San Joaquin Valley Rehabilitation Hospital ,62,Fresno,https://www.ahd.com/free_profile/053032/San_Joaquin_Valley_Rehabilitation_Hospital_/Fresno/California/
360,San Jose Behavioral Health,80,San Jose,https://www.ahd.com/free_profile/054154/San_Jose_Behavioral_Health/San_Jose/California/
361,San Jose Medical Center Main Campus ,235,San Jose,https://www.ahd.com/free_profile/050604/San_Jose_Medical_Center_Main_Campus_/San_Jose/California/
362,San Leandro Hospital,48,San Leandro,https://www.ahd.com/free_profile/050773/San_Leandro_Hospital/San_Leandro/California/
363,San Leandro Medical Center,206,San Leandro,https://www.ahd.com/free_profile/050777/San_Leandro_Medical_Center/San_Leandro/California/
364,San Mateo Medical Center,447,San Mateo,https://www.ahd.com/free_profile/050113/San_Mateo_Medical_Center/San_Mateo/California/
365,San Rafael Medical Center,116,San Rafael,https://www.ahd.com/free_profile/050510/San_Rafael_Medical_Center/San_Rafael/California/
366,San Ramon Regional Medical Center,123,San Ramon,https://www.ahd.com/free_profile/050689/San_Ramon_Regional_Medical_Center/San_Ramon/California/
367,Santa Barbara Cottage Hospital,399,Santa Barbara,https://www.ahd.com/free_profile/050396/Santa_Barbara_Cottage_Hospital/Santa_Barbara/California/
368,"Santa Barbara County Alcohol, Drug and Mental Health Services",16,Santa Barbara,https://www.ahd.com/free_profile/054125/Santa_Barbara_County_Alcohol%2C_Drug_and_Mental_Health_Services/Santa_Barbara/California/
369,Santa Clara Medical Center,331,Santa Clara,https://www.ahd.com/free_profile/050071/Santa_Clara_Medical_Center/Santa_Clara/California/
370,Santa Clara Valley Medical Center,972,San Jose,https://www.ahd.com/free_profile/050038/Santa_Clara_Valley_Medical_Center/San_Jose/California/
371,Santa Cruz County Psychiatric Health Facility,16,Santa Cruz,https://www.ahd.com/free_profile/054152/Santa_Cruz_County_Psychiatric_Health_Facility/Santa_Cruz/California/
372,Santa Paula Hospital,0,Santa Paula,https://www.ahd.com/free_profile/I42328/Santa_Paula_Hospital/Santa_Paula/California/
373,Santa Rosa Hospital,173,Santa Rosa,https://www.ahd.com/free_profile/050690/Santa_Rosa_Hospital/Santa_Rosa/California/
374,Santa Rosa Memorial Hospital,290,Santa Rosa,https://www.ahd.com/free_profile/050174/Santa_Rosa_Memorial_Hospital/Santa_Rosa/California/
375,Santa Ynez Valley Cottage Hospital,11,Solvang,https://www.ahd.com/free_profile/051331/Santa_Ynez_Valley_Cottage_Hospital/Solvang/California/
376,Scripps Green Hospital,150,La Jolla,https://www.ahd.com/free_profile/050424/Scripps_Green_Hospital/La_Jolla/California/
377,Scripps Memorial Hospital Encinitas,193,Encinitas,https://www.ahd.com/free_profile/050503/Scripps_Memorial_Hospital_Encinitas/Encinitas/California/
378,Scripps Memorial Hospital La Jolla,365,La Jolla,https://www.ahd.com/free_profile/050324/Scripps_Memorial_Hospital_La_Jolla/La_Jolla/California/
379,Scripps Mercy Hospital Chula Vista,173,Chula Vista,https://www.ahd.com/free_profile/050270/Scripps_Mercy_Hospital_Chula_Vista/Chula_Vista/California/
380,Scripps Mercy Hospital San Diego,523,San Diego,https://www.ahd.com/free_profile/050077/Scripps_Mercy_Hospital_San_Diego/San_Diego/California/
381,Select Specialty Hospital-San Diego,110,San Diego,https://www.ahd.com/free_profile/052044/Select_Specialty_Hospital-San_Diego/San_Diego/California/
382,Seneca Healthcare District,26,Chester,https://www.ahd.com/free_profile/051327/Seneca_Healthcare_District/Chester/California/
383,Sequoia Hospital,208,Redwood City,https://www.ahd.com/free_profile/050197/Sequoia_Hospital/Redwood_City/California/
384,Sharp Chula Vista Medical Center,449,Chula Vista,https://www.ahd.com/free_profile/050222/Sharp_Chula_Vista_Medical_Center/Chula_Vista/California/
385,Sharp Coronado Hospital,181,Coronado,https://www.ahd.com/free_profile/050234/Sharp_Coronado_Hospital/Coronado/California/
386,Sharp Grossmont Hospital,524,La Mesa,https://www.ahd.com/free_profile/050026/Sharp_Grossmont_Hospital/La_Mesa/California/
387,Sharp Mary Birch Hospital for Women and Newborns,0,San Diego,https://www.ahd.com/free_profile/050722/Sharp_Mary_Birch_Hospital_for_Women_and_Newborns/San_Diego/California/
388,Sharp Memorial Hospital,862,San Diego,https://www.ahd.com/free_profile/050100/Sharp_Memorial_Hospital/San_Diego/California/
389,Sharp Mesa Vista Hospital,159,San Diego,https://www.ahd.com/free_profile/054145/Sharp_Mesa_Vista_Hospital/San_Diego/California/
390,Shasta Regional Medical Center,226,Redding,https://www.ahd.com/free_profile/050764/Shasta_Regional_Medical_Center/Redding/California/
391,Sherman Oaks Hospital,153,Sherman Oaks,https://www.ahd.com/free_profile/050755/Sherman_Oaks_Hospital/Sherman_Oaks/California/
392,Shriners Hospitals for Children - Northern California,0,Sacramento,https://www.ahd.com/free_profile/053311/Shriners_Hospitals_for_Children_-_Northern_California/Sacramento/California/
393,Sierra Nevada Memorial Hospital,104,Grass Valley,https://www.ahd.com/free_profile/050150/Sierra_Nevada_Memorial_Hospital/Grass_Valley/California/
394,Sierra View Medical Center,163,Porterville,https://www.ahd.com/free_profile/050261/Sierra_View_Medical_Center/Porterville/California/
395,Sierra Vista Hospital,171,Sacramento,https://www.ahd.com/free_profile/054087/Sierra_Vista_Hospital/Sacramento/California/
396,Sierra Vista Regional Medical Center,162,San Luis Obispo,https://www.ahd.com/free_profile/050506/Sierra_Vista_Regional_Medical_Center/San_Luis_Obispo/California/
397,Sonoma Specialty Hospital,37,Sebastopol,https://www.ahd.com/free_profile/052057/Sonoma_Specialty_Hospital/Sebastopol/California/
398,Sonoma Valley Hospital,75,Sonoma,https://www.ahd.com/free_profile/050090/Sonoma_Valley_Hospital/Sonoma/California/
399,South Bay Medical Center,257,Harbor City,https://www.ahd.com/free_profile/050411/South_Bay_Medical_Center/Harbor_City/California/
400,South Coast Global Medical Center,178,Santa Ana,https://www.ahd.com/free_profile/050747/South_Coast_Global_Medical_Center/Santa_Ana/California/
